PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
1286,0,3, Mr. Anton,male,29,3,1,315153,22.025,S
1287,1,1, Mrs. Lucien Philip (Mary Eloise Hughes),female,18,1,0,13695,60.0,S
1289,1,1, Mrs. Maxmillian (Margaretha Emerentia Stehli),female,48,1,1,13567,79.2,C
1290,0,3, Mr. Edvard A,male,22,0,0,347065,7.775,S
1292,1,1, Miss. Caroline,female,30,0,0,36928,164.8667,S
1294,1,1, Miss. Dorothy Winifred,female,22,0,1,112378,59.4,C
1295,0,1, Mr. Jose Pedro,male,17,0,0,113059,47.1,S
1296,0,1, Mr. Isaac Gerald,male,43,1,0,17765,27.7208,C
1297,0,2," Mr. Alfred (Baron von Drachstedt"")""",male,20,0,0,SC/PARIS 2166,13.8625,C
1298,0,2, Mr. William Jeffery,male,23,1,0,28666,10.5,S
1299,0,1, Mr. George Dunton,male,50,1,1,113503,211.5,C
1300,1,3," Miss. Johanna Hannah""""",female,30,0,0,334915,7.7208,Q
1301,1,3, Miss. Treasteall,female,3,1,1,SOTON/O.Q. 3101315,13.775,S
1302,1,3, Miss. Hannah,female,30,0,0,365237,7.75,Q
1303,1,1, Mrs. William Edward (Lillian E Thorpe),female,37,1,0,19928,90.0,Q
1304,1,3, Miss. Jenny Lovisa,female,28,0,0,347086,7.775,S
1305,0,3, Mr. Woolf,male,30,0,0,A.5. 3236,8.05,S
1306,1,1, Dona. Fermina,female,39,0,0,PC 17758,108.9,C
1307,0,3, Mr. Simon Sivertsen,male,38,0,0,SOTON/O.Q. 3101262,7.25,S
1308,0,3, Mr. Frederick,male,30,0,0,359309,8.05,S
1309,0,3, Master. Michael J,male,30,1,1,2668,22.3583,C
